"","photo_id","business_id","caption","label","length","stars","len_word"
"7735","JnKOHC1vcvd4iDbtXljNXg","IcSr0gUNSgVvjsgqSEKnbw","pork tenderloin chorizo cheddar risotto","food",44,4.5,5
"7736","JnbSDubDT-gBu03M9p34OA","ItDjdi6mMczhgrt4DylWew","black infused dark chocolate brownie cream topping","food",93,4.5,7
"7737","JnotfJXdV7QCWzt7yzzo0w","4lQlBDgVF-R50A0eKnBo4A","greek salad","food",11,4,2
"7738","Jo8wbC_-JD6e2KI6g1nyOw","pd0v6sOqpLhFJ7mkpIaixw","vegan bbq sauce breaded chicken turkey cheese","food",76,4,7
"7739","Jo9wIgeN0Qj-LeYvU04hPA","xdD3EXvF_p9WUiwwKpol_w","shrimp deliciou ordered","food",69,4.5,3
"7740","JoCUo6XZA7jBZukB7I3vLg","M8Pl5qAmmrODfHeX6GOjsw","fried chicken bone","food",24,3.5,3
"7741","JoD-Vc_x-lmfv2MQtBv2AQ","_0x7W6fizaPP76xNBxBLAQ","fetum fry","food",10,4,2
"7742","JoQtkdG_BHrC-gq_Iund5Q","23gakZ_NlN3K0SqOBybwug","duck roasted cake nut cherry grilled chicken heart","food",93,4,8
"7743","JoZT64hNDkzOv01Hi4iqqA","eEfDS8JjpUOoslhJDIbltA","pizza meal","food",140,3,2
"7744","Jo_dEy0SaetyqS19etLOGw","uxKGdN6hKQniEKV7J6_DsQ","combo came bbq beef","food",30,4,4
"7745","JpAje8uMJFKIaznlsEUHiA","fI1ZE6z4cyajLW4eqeFgXQ","beef curry","food",20,2.5,2
"7746","JpDYRie5yv8DhQDjMao0iQ","RKVYQ00LvK0_FO6Ll7lvOg","sausage fried ball","food",42,4.5,3
"7747","JpQo-ZgAXe1v5YoOYTzMxQ","G6w_9uzW4o3Oyb3z8oOZyA","matcha pork belly","food",17,4.5,3
"7748","Jpl7wXOecUEHDVpk3S1sjw","e9sB72njxz87r5TL6kG-Fw","sweet potato deliciou vegetarian","food",63,4,4
"7749","JprA-0yUCKvTr1fsdsdtCA","3BTFQ0FTvNK9SR8zmjz0CQ","duck drunken noodle","food",20,4,3
"7750","Jpu0DlpoDuhZummwtLoX8g","kKC7UTcHZM3zLfT97x3msg","seafood special grilled halibut seared scallop clam","food",98,4.5,7
"7751","JqE2h3NI2wKTyIF5DXcZ9g","oC3zYCgMAKOrDNzlLxf_hg","rainbow roll salmon chef special chicken teriyaki","food",62,4.5,7
"7752","JqIYnQlHY3pw1zGHWiHxOQ","U5DRVX1usSJzGFCM2-ZdKw","salmon maki","food",11,3.5,2
"7753","JqLIFH4B5x6d3QrJEhFWog","Qayz6avNEPNS6Q5UThYHCQ","takoyaki popcorn chicken","food",41,3.5,3
"7754","JqPZsR2-dSJ353-V-GUKJA","R_-HySPgngjVOqKOK9MtaQ","fried steak","food",19,3,2
"7755","JqT8XZVbWtstI0CQfQ8CHA","6Vyp-9i1jzwK_bvisuPJpQ","lobster roll fry lemonade cheese","food",70,3.5,5
"7756","Jqh8Y_IsWXoKySSoLLuBng","YFvnkR2XXeU6Qz9dY4ZaEw","dry hot fried chicken crispy juicy","food",79,4,6
"7757","JqiotCklfjOwoJWAr4_YHw","ctzH0uqGz6q_o2nuCrAUvA","sushi fresh roll spice sriracha sauce little salty tempura","food",123,4,9
"7758","JqkGgfFZdR-WHfrx5A6IDQ","DqcD3YflYhArFsC4KVUnOw","deliciou","food",63,4.5,1
"7759","Jql6Ain1DqOwYXGyjPbK3g","gx2yPrOJSwF1ApJYdGBWIw","chicken bowl","food",18,4,2
"7760","JqtLGGSCuDhLQafePMYu-w","lepAu9fXw5R93v0b6mj3vQ","grilled","food",21,3.5,1
"7761","Jr1VzFuRWnVE7Tpc5bZ_Hg","2d9ABtvEBcGCcN6B13Fy1w","deliciou meat love","food",105,4.5,3
"7762","JrDOeBKvTRHJ37u_dfl5WA","RRw9I8pHt5PzgYGT2QeODw","mushroom fresh mozzarella pizza free","food",63,4,5
"7763","JrcBTJWOSBSSRQnenfFTmA","EjzMHfwqAmj7BgdzQjquRQ","potato pastor","food",18,4,2
"7764","JrlY00uemHWSejoaRX8eEQ","erRdoBvb4ywWky3KMjtVdg","octopus minced pork","food",24,4,3
"7765","JrolQ7rQGkGJEhvXs05_7g","aD0EslPREWGDlSpD0RMlEg","beef chow","food",38,4,2
"7766","JrqNy1ImwqWU9Oyoyi-Ybw","wfCNNMkeJcpWr9jj1hcdAA","sea crab meat spaghetti cream sauce","food",47,3,6
"7767","JrswcJxYei6PPaRu_T_MWw","sZIVzaaEBp_HiYutZ2lWag","purple potato red chocolate chip monster cookie","food",73,4.5,7
"7768","JrtpQTObxjuLTBuclyQO4w","0W4lkclzZThpx3V65bVgig","smoked meat sandwich","food",20,4,3
"7769","JsHhKOCzjtusapaTT62qMA","6n_MDeYxU1ihB38be9TkVA","roll","food",15,4,1
"7770","JsKOlQM178RNH56k_4O_Ew","HNQzWfhR8kIgTsoxLKCcSw","pan seared citru fennel salad","food",45,4,5
"7771","JsU8V15RHuT03p0rsI6XpQ","voEuw3Nl0zbG_QYoFjBYFQ","couscou fetum salad","food",37,4.5,3
"7772","JsiRxgpUB7z-XMXk1dDOvg","OBG1j517k7aZRNC1HAL0TA","red potato salad sauce lemon aioli","food",59,3.5,6
"7773","JstbFJeX9eWgxGxIyNcRSA","oteTUg7lVM1CEFrq2Z8nLQ","burger","food",38,3.5,1
"7774","Jsy4F3mIRmr6Aa_UbGmDew","SCr8FlbHDcAe3F_QpATyfw","cold salad appetizer sampler","food",39,4,4
"7775","Jt7qByXEXd0Ji9JhYv28PA","QUPP3oVVmdrWof2rGx4HIA","cheese curd","food",12,4.5,2
"7776","Jt9dkE7JNGOmp_FchBM53A","Vs7gc9EE3k9wARuUcN9piA","chicken curry","food",20,4.5,2
"7777","JtOLkyIXFyY2g1JVP7TLzQ","duw-3Aj7gAKbQG-isS5UtQ","chicken angel tasty homemade","food",74,4,4
"7778","JtQ1PmavKVBR6n__XJlmvw","q4TSv7LWvUYTuZxy3-Tu4Q","bulgogi fry","food",13,4,2
"7779","JtS1mOHnvwz65YU8Fkjrpw","RodA_gxhr2Mj-pyQAL2RAQ","chocolate torte","food",49,3.5,2
"7780","JtY7oD-hL9mwbQ7xiTbnmw","ZG8PZgaMKhdJUpNxkc9Diw","cabbage salad","food",19,4.5,2
"7781","JtZXLEHg_P0o_yZKJW-KBw","77h11eWv6HKJAgojLx8G4w","biscuit egg bacon sandwich sausage","food",65,4,5
"7782","Jtd2isu_hJutTfW7Ie20mQ","dlpVK3a2Xfn6jtq5-soAfw","hawaiian honey toast tea red bean vanilla ice cream","food",77,4.5,9
"7783","JtjwHGoKO55uNNtYPMGghQ","KIs5vcQLVExjxtEOBNkXdA","fried","food",19,3.5,1
"7784","JtkbWDSLXwwMOUg8RoAqjw","Lfl9kppQhikig4xI3UdjOA","fried chicken","food",13,3.5,2
"7785","Ju1v0PL-E028vfXkz3ij5A","_qA2HPqgLiBc-M4wRyml0g","sicilian pizza","food",14,4.5,2
"7786","Ju20GG2iIxonDZfHnGQgWA","6qikZARLSIbNioBlY7OuVQ","cupcake ice cream pick","food",97,4.5,4
"7787","JuY-IvFAj-4R04hRSgrC-Q","kbaXNZLUyVuWbeQxH-NNKw","pulled pork toast cheese bean","food",65,4,5
"7788","JubjgdssnNKmEOBSOA_D1g","y-ZZe1dz8AMjiAwNVo3h_A","sushi taco pineapple bowl deliciou","food",44,4,5
"7789","Juh_kx1rHXhVpnJXY6zvSQ","1Z5S_Lkcl6vA3ZvrAG91TA","fried mashed","food",43,4.5,2
"7790","JvGbty-OoIbpC3ME9yIbXQ","Yv4P4qUwd7F-qQ4Y4eD1JQ","spicy chicken cauliflower cream sauce","food",42,3.5,5
"7791","JvadyqfjvZO_uK30wRW6cg","ToHKLIjR05Rz9boWvmWaPA","potato","food",20,3,1
"7792","Jvdck3nNufT5hPBgpOUENw","eoHdUeQDNgQ6WYEnP2aiRw","small peanut butter frozen hot chocolate","food",40,3,6
"7793","JvqGn78POvu1dS-ZEIHT3g","r3lT2Qd80FXBoJKaVGY1Vw","chef salad","food",10,4,2
"7794","JvquVlaTrbWS22jPws_GSg","cYwJA2A6I12KNkm2rtXd5g","burger","food",29,4,1
"7795","Jvt6ulpILLKnhxrfvzUx_A","5BYkO6i2QsywbpaMS0vPtA","citru thyme salmon risotto oil","food",90,4,5
"7796","JwJ8atPclLHqq7f0si5XKQ","q-zZgXKAQFLEgMp9ZNllgQ","quail egg","food",38,4,2
"7797","JwLAvKdsEPZR28jGPW37ZQ","QS3QxI7u5PRdtbGgI0-UsA","roll","food",19,4,1
"7798","JwSFEKvN9bb8aCMmV6EHjw","31KfCljxlb6zRS8r00lm2w","cake special order pastry","food",81,4,4
"7799","JwcSdO8xdO0NqiEqlV5YXQ","gh0mBl_SBZ6kX9mYMq-R5g","scallop little dressing sauce","food",57,2.5,4
"7800","Jwew8RrcrGjV5achLt0IXQ","5VXsbrqyJx0a4iaa43RNFA","chili pork topped sunny egg","food",58,3.5,5
"7801","JwgO7mhYlhGnL18rSCnqLw","faPVqws-x-5k2CQKDNtHxw","crunch bread pudding popcorn ice cream","food",48,4.5,6
"7802","Jwq1CShryTueqqtrZMuAXA","YzuWj3u9BZRpxNmd1Cv3QA","special","food",139,3,1
"7803","JwxMeD3hkibLbLmecVzw4w","vHz2RLtfUMVRPFmd7VBEHA","pan seared scallop golden beet salad lobster risotto","food",84,4.5,8
"7804","Jx6X8hQ6-hmGaRR_IW0iyw","bKbYRUZKDYonSPOjzchJJg","special","food",15,4,1
"7805","Jx7GFQGczDj4acPVrvgKoQ","klAmm0n7Kh-yHRzHwXI45g","peanut butter chocolate cookie","food",42,2.5,4
"7806","JxPWEaMxGkHiHF0AUurkPA","htQgj-ANQpZGpIpkkrEmyQ","salad","food",10,4,1
"7807","JxQUDWhAQFOAru48er7aDA","faPVqws-x-5k2CQKDNtHxw","deviled egg","food",12,4.5,2
"7808","JxSCHxGqeIl-_2LXVUZTcg","XnJeadLrlj9AZB8qSdIR2Q","beef","food",10,4.5,1
"7809","JxUipC_qRGKESAZtYAkQ5A","eD-XLSo-j8uIoTnIlrG8YA","juicy dumpling steam soup","food",79,4,4
"7810","JxYj_q_K5L6jB786n-M0Uw","qmymSqVwHYRqdwfcBatzpQ","braised lamb bolognese black pepper house truffle ricottum fresh","food",103,4,9
"7811","JxZlFIkc8WuqAP-JWPFjKw","Sg2AKa2X31UCmc1SmsrNUw","bagel bakery cinnamon raisin strawberry cream cheese","food",89,4.5,7
"7812","JxhIZdjkF4e2LK6fRQ96Ww","RFN2um_vsoliBtvLzH7PcA","roll","food",12,3,1
"7813","JxtoGllvj-jMbRShd5RqHw","J4CATH00YZrq8Bne2S4_cw","sauce","food",6,4,1
"7814","Jy1wnsujSzqkca3ERF2mOA","7oEKIG7d1ttPRejppZ3WIA","mediterranean salmon thai crunch salad","food",57,4,5
"7815","JyR3nPzx12A3RIrSdTaEyA","9PZViPPXgOrk7rY1-K1tZg","chicken pizza","food",21,3.5,2
"7816","JyRxArfrPjuy-62_xPmUwQ","2232XZ-3ub4S9cmrHJSDFg","macaron ice cream sandwich pecan pie","food",38,4.5,6
"7817","JykZhlKul4cRfwU3iOTMng","33Tr0eRki1Yamzleu4GMdw","home pastry chocolate almond croissant apple","food",81,4.5,6
"7818","Jyme00KeCjOzkKcxyfYJnA","oVuZtlCFg_zF090Nhtp0Ow","chicken wrap","food",17,4,2
"7819","JyyI-ICVrmyY5vMOwZwg6g","CQFX3y-BKkvfZnLG2wet5w","reuben sandwich kale salad","food",55,4.5,4
"7820","Jz6TdOojls7ArF3EtWaw-Q","RESDUcs7fIiihp38-d6_6g","egg roasted peanut crispy onion chinese doughnut","food",89,4,7
"7821","Jz7ZIt-0PLr5ftrX_iNpWQ","YFvnkR2XXeU6Qz9dY4ZaEw","garlic fried chicken","food",31,4,3
"7822","JzUyqpcClXCa9JzuCS8LVQ","Dxaz8OxaadecnWol18kAtw","pop rock crab roll","food",18,3.5,4
"7823","JzoX7QXeKHjG2U49QNljeg","lWnG8JOua6jJ_STTLLstlg","strawberry shortcake","food",20,4.5,2
"7824","JzqTtckZ_nCmBVaTYZpX_A","QvxBnMcBPP1z_NAIYCqqdA","fried chicken macaroni carrot","food",51,4.5,4
"7825","Jzqx0dw7JmDWn7kHMU-Jjg","o4gB1zWiCHgbjq-tNFRW-g","sticky rice crepe","food",27,3.5,3
"7826","JzrlDFPfvyJ8Up9599fOCg","g0mVoXsUabpwpDjRhKJ2fg","bacon cheeseburger","food",21,4,2
"7827","K--2L-q5ZWCc9aIO56mo5w","8xPmlVJy2o6x0J04CBpEMQ","milk tea waffle ice cream","food",43,4,5
"7828","K-1KNdlLqEqCGQm39aHQLg","oJYqV8s_Y5y_mNC-38KELA","medium platter piece sushi roll","food",60,4,5
"7829","K-5wFtqyzaEzMLEFsGragQ","PWSdWkKE1uGfY6eT3yYhfQ","pizza","food",14,3,1
"7830","K-9w7xpWv0rLAk6jERdKyw","slx9qstc2U2Tc4s7dzbbBg","pad thai shrimp","food",15,4,3
"7831","K-DypEX_00FCXuZr0Tef1g","cVJ5GS0QG9hqHDAawn_Gtg","octopus salad","food",48,3.5,2
"7832","K-EgMq3JUqJUJe4iyvfv8Q","_1kygU523usjtQ3IILzDkw","fresh creamy","food",28,3.5,2
"7833","K-Iwg-T2e4yNSl7NLsxXRg","nry8dee2hjMyY3odd0AUZw","spicy noodle chicken","food",28,4.5,3
"7834","K-QQkVzAIXKCmfg9ihpxPQ","SqVIolLCBmQYyKeai3pCTg","artisan grilled chicken sandwich extra meal","food",60,1.5,6
"7835","K-d_KfX4Oqzrrm_fU8aDJQ","3x45Q9c5G6VBicedNKrXxQ","grilled portobello mushroom","food",27,4,3
"7836","K-imZUlWkNCTEDA125eP1g","ub4JnrvtBi0nTTBiSJY8aA","fried steak","food",19,2.5,2
"7837","K-uGaD6ysYJgiFN7SOTZeA","V_RD57ea9ATcoryET1vTkA","breakfast brunch","food",65,3.5,2
"7838","K0NF38tFl_H8zcfhqENX-A","AETFbBXiVIWQwlmDu-Sflw","poke bowl salmon","food",32,4,3
"7839","K0O6P7SXosRHUem3njKpcg","oDNfrdvMV2Fq0R6vd2XwNw","rainbow roll","food",12,3.5,2
"7840","K0XIbnMQssAsdu5nIww6cg","nEBzvoOrYm_uPbC5IvVRJA","heart roll vega","food",47,3,3
"7841","K1-MnmgXSc9UWUVSwRrx1g","4JNXUYY8wbaaDmk3BPzlWw","chicken brie apple crepe","food",27,4,4
"7842","K15bHniHRK40hSMZwMGo9w","hOxNKZJ8wWg8Q165U7CCqg","ice cream potato chip white chocolate crisp hot fudge","food",100,4,9
"7843","K18XPFBHfWQbdHbW7delbQ","5uvX6yqie9DpHR7UAiQZtw","artisan grilled chicken sandwich extra meal","food",60,2.5,6
"7844","K1CmEXmnR1BUq0YudzDO7A","duw-3Aj7gAKbQG-isS5UtQ","milk chocolate nutella egg gelato red tiramisu pudding cake","food",137,4,9
"7845","K1a96LAog4a8N5uNVLDCZQ","Gc8xWVpbUlBYHAoOT9MTyQ","chicken sandwich avocado tomato","food",38,4,4
"7846","K1kg_7kGEI0Nb1qfAYD9Mw","BBhGZG0zDMAqIncSqMPfCA","pimento cheese scone","food",21,4.5,3
"7847","K1r-MG4UsxT7Gu1jKKPO1A","kz7O0_o6WrDQk1Kl8dKeHQ","mushroom rice ball","food",40,4,3
"7848","K1vdRMm3dn3l0d2ijOvvvA","6QUuDlLjNDQWFCbJ9--jsQ","asian walnut shrimp lemon aioli","food",56,4,5
"7849","K1wUYTKoHZxX_7qI-fzoAw","2KOXNZVoxpcwen_JmIQdfA","order roll","food",48,4,2
"7850","K2ErTuqBU-mL_oz829tmCg","9H4acPp5b-ePJ98VvsjsiA","italian sausage sandwich","food",36,3,3
"7851","K2GgFdeYrI7eCHQ9zg3ooA","rtr3fSe2DIjjTkyHJQtCAQ","fresh baked scone","food",18,3.5,3
"7852","K2R3eGuzNxOgkWwo3BY7JA","kajp1s8tu9B59OyyHoBExg","oxtail soup","food",11,3.5,2
"7853","K2XSk-fXVpYinGZm6Fd2zg","bu-5xEJ7MIUehFBoW3Rkzw","happy red cake","food",41,4,3
"7854","K2ZxakVsEZVToYnQqhxseg","BIMICEFM917JQwi5l4q6Gw","chef beef","food",15,4,2
"7855","K2h8gvye5a_w8K1rLzha2Q","3oTVApC-eUzpGjrOVxIr5g","steak","food",11,3.5,1
"7856","K34w08StW2vEuOrbaBQ1cA","C8_zdU7zGLUK3uC4e5AepQ","salmon cream sauce","food",23,4,3
"7857","K35tBGAZnjids5ON7C2TXw","jaicRYvLNQKT-iquYQ1wAA","pastum special","food",14,3.5,2
"7858","K3CdUpf6PqfmlFODBy4-JQ","wUKzaS1MHg94RGM6z8u9mw","lamb sandwich","food",18,4,2
"7859","K3QxDti-K7x7AK5r4pVwUQ","K-tKnqhblGR7K4R3roKmqA","steak mushroom super crust perfect gravy","food",53,4,6
"7860","K3Rg0EYkpK7yUaej1gJorg","Cy8XYYDrZ5wd3Bq-toXMsg","fried chicken","food",13,4.5,2
"7861","K3UDXDpSDIJpnGzFGSYe-w","wPgp3oddFUzpGrQc__HYhg","banana chocolate hazlenut crepe breakfast","food",41,2.5,5
"7862","K3Wnk-U7g91kVZVjaJhCEw","zwNC-Ow4eIMan2__bS9-rg","chicken taco","food",13,4,2
"7863","K3iAW1tX-rkBcGjvsTQ6xA","YnmtUJGqQIQL9tz1MRyfqA","fried chicken cornbread waffle belly","food",55,4,5
"7864","K46JcUmTvUwK53mk19MwsA","IWN2heYitkg-D4UdqfxcMA","carrot cake pancake","food",21,4,3
"7865","K4E-aqwRzusEX5w4PmSjzQ","6HzcFV_bcB3Vv-3eGDHf_A","black fungu vinegar seasonal snow cake","food",65,3.5,6
"7866","K4M83NAEts4ocLPjpdUeqQ","-qbYIpY84C9xBWc9g5rl5g","rib salad","food",20,2,2
"7867","K4VvKOxeU8UIEBH_W73W7A","HmsCerK_rub0Ulo0aC0f9A","sweet shrimp fried","food",30,4.5,3
"7868","K4rBhPzNIC-R4RHXs2XYUg","zdE82PiD6wquvjYLyhOJNA","bulgogi beef taco spicy sauce","food",35,4.5,5
"7869","K52hXjOYEIC0Ct9NBNaetg","ruD4E_OMlfEXTdMV0lDFIg","chicken waffle","food",53,4,2
"7870","K55AcyAkDvtKLKyglGlsaw","xbid183atGrvCg-q5ohWwQ","strawberry ice cream peanut butter chocolate","food",49,4.5,6
"7871","K56WSnYz9jutYiqvWH2p7A","qmh6zxtJ8C8-YiUPv7ySlw","chocolate hazelnut","food",26,4,2
"7872","K57VekBn2HSO4kFlIZGIWQ","5XVabANkehj7oH-Z7YZkwg","egg spinach avocado","food",41,4,3
"7873","K5B0tMdu61kiGjsPmvUw1g","zra20XPGVL9P3i5hMoKjig","lunch fish taco","food",16,4.5,3
"7874","K5EjB6H-4rP0pkt44YkLpQ","UivDzG-AWhcfX-ADpg3Riw","bacon egg pie","food",16,3.5,3
"7875","K5S4Dl3gvXtt1vDbJLfuQg","Yp9w4nhUowBU_IS_StFXbQ","egg benedict ham little","food",50,4,4
"7876","K5iV0QtTe3i_1ccCnuMmNw","pcG0vJiTtDcTb0y3pKFUZQ","chicken wing","food",13,4,2
"7877","K5nKbVf0gu2QXDxdrA29kQ","99kGGQoig4YaRi-52VtqMA","smoothie fresh","food",30,2,2
"7878","K5niob4jvX2B2-ACI_3Xiw","IVnGPHdTyu_GbLo9mXj98w","fried","food",13,4.5,1
"7879","K60Y-FKcFVgApelKPDJoFQ","fGdUxfeEWp9pn2sAa9rv2w","ice cream","food",33,4.5,2
"7880","K6PpltVUAgVAh9K_3mZSwA","EGjMh8WG5OlzTXGPAVciNg","vanilla ice cream base nutella fresh strawberry","food",61,4,7
"7881","K6UpFLoHLIPTb10a7MxMQQ","uuGlYAIvYAX1q1KhpY6dtA","rib steak bread yummy","food",40,4,4
"7882","K6hhTMiTO7Lbz0IvRr1sgw","1bdwB6hxMUnSKF8bCsmuZA","fried tofu bland","food",28,4,3
"7883","K6oDzMfDX_NAfCX6WDvk5A","7v-SzvvHU2D2V50OzJAL2Q","salmon unagi roll","food",22,3.5,3
"7884","K6ysPuL9p55K384-IqJtxw","EiEaPRsi2AW3j3xraIssrA","carrot cake","food",52,4.5,2
"7885","K71bOzM6-fXsIX9VSR6rIg","8Q6jl7OW8DZzwANggDspcw","coconut cake","food",12,3,2
"7886","K77H9uPz3mViwS9f0PoCFg","h2cPIifmtPD029q4sthRSQ","chicken platter appetizer share","food",56,3.5,4
"7887","K7KCWJmgkbt6ZPiTMe5-Ug","HGtJeZ5ifqRwknvsBlB8fQ","fish taco","food",10,4.5,2
"7888","K7SGCi7PIIFEumZ6-nYefA","faPVqws-x-5k2CQKDNtHxw","cheese","food",14,4.5,1
"7889","K7cYEGJDLFeT2-U1cpkMzQ","gjCmXkMNVE0JSk8puUwv6g","salmon tuna carpaccio","food",23,4.5,3
"7890","K7pUBnyyLw3d1OzVNXpoJw","IMu-TDHot24Y0X7ESLxHyA","street taco carne asada grilled chicken bbq pork","food",75,3,8
"7891","K888LKFY4wcseIa31oaCvg","gkxcnkbrQfEWqyiOah0yoA","deviled egg","food",18,4.5,2
"7892","K8ASDS74LlwZhvTtajvAsw","fzxvmA3Ygu3yrQQ6-cEpTw","bread sangrium veal pork meatball roasted beet spaghetti pomodoro","food",84,4,9
"7893","K8Ag8Gb7FmBW8t9QOCUYYA","r_BrIgzYcwo1NAuG9dLbpg","minced pork rice","food",16,4.5,3
"7894","K8Vt08J8x60UoeVwjcv2pg","8CRXSMiyTR9DOMOdrTDRUw","crunch asparagu roll","food",21,4,3
"7895","K8ejo19A-DRNs_IqdcV0Dw","A4kCvILTgfr_2cG0_yGNiw","entree shrimp kimchi fried rice spicy","food",130,3.5,6
"7896","K8pu_8JUhBMWtBvt4lSE7A","6_I3WEiwzx4ZyPZ3vlEUsg","pistachio pizza","food",17,4.5,2
"7897","K960hI3r4bx4SX_TaR2b9A","DIdvV0HZUMZWiYg4OXyGJg","homemade dough sugar chocolate sauce dipping","food",90,4.5,6
"7898","K98ZYr3dqOOu8EnSh512ZA","PYrA0thkuLCVAknUHYhVEQ","beef empanada","food",36,4.5,2
"7899","K9AJ53epRXm3hft3b1nbjA","D6K3VT6S8FwFm4u5uN8T8g","lunch special bibimbap","food",42,4,3
"7900","K9CMCBK6G64As_40uGGwmw","dgIrIkCBiHtAHZ86_-awFQ","winter soup order","food",29,3,3
"7901","K9GGaQI2Oan02AYExT7A1g","CaF9FC8GEBfDDbptPgkgBw","chicken salad","food",22,2.5,2
"7902","K9LEQH39lUSbQfpO53tnnQ","Klx3owEB3vHv0f-VVBzRpw","brisket grilled cheese","food",22,3.5,3
"7903","K9MfCLRirjk_CBQm99jLkA","C-cvl8Mf2vpxHwUon3sVGg","mexican pizza big","food",100,4,3
"7904","K9uR724VLTBASZCJ6e7MzQ","A-uZAD4zP3rRxb44WUGV5w","coleslaw salad","food",14,4.5,2
"7905","KA4-0X0oUm-ypXm-ZNjeEQ","FgTzITgrmvrZqoHvkTSDzA","order pulled pork","food",73,3.5,3
"7906","KA83bdo8SoUewxApis2g5g","sqRX-XLlhx4rs2c1TpBf8A","mushroom wasabi beef iberico pork","food",86,4.5,5
"7907","KALsdp8z4anIuvinXKOJJg","dGuVYsA5DMCm_TjSbX6x7g","dish crust buttery crispy tomato sauce","food",125,4,6
"7908","KAZJcWd5G6deBwydhgCr1Q","ubEa6XiMt6gOJ9xsUkbpEw","beef","food",14,4.5,1
"7909","KAyLASUmtQMLb5B-leiK1g","vyiIeaO7F58Cns9LWVIEHw","chocolate beer bacon cupcake","food",45,4.5,4
"7910","KB-__b2wDA2umtdb0qQJGw","h29jYh16eKXAf2I326xXAA","happy grilled chicken sandwich house potato chip","food",57,4.5,7
"7911","KB5Kha8HdvkWUj6Whc1yyg","GfoCqO0yYiXxTjkyDvSeSw","burger sauce","food",32,3.5,2
"7912","KB6GX0B8kycgLA2iiQPIig","lwxYmWqjmEZ0ukCsXC9Pfg","half bbq chicken classic deliciou","food",65,4,5
"7913","KBEQTllxkFFV37svebPyYA","2CblF4l8723IAt9PgQoBzA","cooky black chocolate gelato","food",45,4.5,4
"7914","KBMidWyfh5T9-TsNws5MVw","5xdKUuu4DbJ71KGbwRXfFg","fried rice","food",23,4,2
"7915","KBT-KgAvnsiDTrm7Y_fpGQ","_w5hBpkjHs5_Hv3pLeHtIw","deliciou egg","food",20,4,2
"7916","KBlsZL7UmIv3_5Vzc9Acrw","4uISbaUPJLVECBHIi3tpxA","asian fried rice","food",16,4,3
"7917","KBwSHthJwxQui2BI0itE8w","U4OLUFb9VxMmpMXm1ZF-cQ","chicken","food",16,4.5,1
"7918","KBxQOjAEq1upqi_NTa8HAw","6MpOzb5ImLdDXHsn4HwI-Q","fried artichoke heart mix spinach lemon aioli big","food",126,4,8
"7919","KByapD9JCQ6hCLbpYy2Pwg","Zrr8wJQOtTgdgh6i87Qrkw","rainbow roll","food",21,4,2
"7920","KCRzK1PnM6gXZHFjuHgMNA","e-X1HcALttCuuHtl0wU_gg","adobo chicken burrito","food",21,3,3
"7921","KCWeXIbjBPHCQjY52r1KbQ","eoHdUeQDNgQ6WYEnP2aiRw","salad","food",13,3,1
"7922","KCkqH6s3O4Owaxgyp-VPhA","0PFf3RKtDQyHnrdcPo8zMQ","grilled chicken","food",15,4,2
"7923","KCmR8ZFrOS7lfiLcTclIJA","_mg5bYknpZgaWSfjQVmrJQ","super pizza","food",30,4,2
"7924","KCoilOkPL84hK5Q1urpikA","KalAJyO0Zpg3K1wVwYXBHA","rice chicken","food",26,3.5,2
"7925","KCtGUnbl1c0RiYYFBmB99Q","8796vXaydw2aY_zER0n9uA","chocolate bread butter pudding","food",32,4.5,4
"7926","KD-jj7YNd8OOHsTL75jR1A","uUvnimNxg15Ds9r0SC3oMg","pork tasty","food",22,3,2
"7927","KD3MFMHLiDwbigpoFaUQWw","StNAnvyhVISULAFmO_Ke1Q","fried mushroom","food",15,4,2
"7928","KDB5PNcsGhiY6tmUG370sQ","DXYhrg9EXuW8n5QMnCoHAg","sandwich","food",15,2,1
"7929","KDF_KaH9JbaDGimAw-duqQ","2Yq-Y-tDroP7mdDfcWJLCQ","dinner fish taco shrimp churro mexican","food",86,4.5,6
"7930","KDJKOEa6hkx5YW1mwhnbNQ","DbEszO3wk1xVmN3pCPob2g","nutella almond bread","food",27,4.5,3
"7931","KDKol8Nv5Mb3p4AvlFFr4w","NQhPS0MUKJgBUB6PTLlmzA","steak beef ball broth clean citru","food",128,4,6
"7932","KDaNEmwVyfLycaxwdRiFYw","_Xzz-PChcdJ1862CK6dRyw","house egg","food",23,4.5,2
"7933","KDh_D_j-tA4dX6C2oVfYSQ","ZxrWn3v1ZVX9SC_ObbfpHQ","salad foody","food",48,4,2
"7934","KDqPnJIKs8RDx0GTQ9Ienw","RwMLuOkImBIqqYj4SSKSPg","carne asada fry taco","food",43,4,4
"7935","KENmMmFhdBXNqNBVEJV1iw","xjDoyAVInbvRjO6uiUxAgA","roll","food",12,4,1
"7936","KEP13Jx1eVfT4bX_BFaUGA","YKImxc9VimLbDl2sQN1BBQ","chicken","food",16,3.5,1
"7937","KERriJMgD3j1ETrfpo3HbA","yWUBX9Pe6pzh1PjVj04UmQ","sweet potato fry","food",18,4,3
"7938","KESZrIeeAxey03O823vIaQ","cX2Nr_XmGYlMaBW35M0sUg","sauce","food",47,4,1
"7939","KEjVcCDPHnU6VP0Sbz_4tA","iN6e7ugfbOUfbsqTeQJfLA","taco","food",13,4,1
"7940","KErliyE6LL_IjzlMC9Njcg","krysT2aEJWNoEUYFF7JmkA","grilled fish salad rice","food",39,3.5,4
