photo_id,tienda_id,caption,label,length,stars,len_word
hdiJSD5cgYDgvIgcJyTsZQ,,deliciou chili olive oil,food,34.0,3.5,4.0
hdJn7kBkROdYBJM9ucQeSQ,,half brown white rice fish,food,56.0,4.5,5.0
hdJn7kBkROdYBJM9ucQeSQ,,half brown white rice fish,food,56.0,4.5,5.0
HDmy-pvz_06OQVkSj9nosw,,cheese chicken blue shaving toasted,food,77.0,3.5,5.0
HDO78YxM-DzZoMF3jRsdwQ,,huge portion pad thai spicy noodle basil deliciou meal,food,140.0,4.5,9.0
HdpdmKHHM5ZTGTbj7caWiQ,,dessert vega salted caramel,food,48.0,3.5,4.0
HdpHMSKRpX7A4TW3FP-jhg,,taco,food,24.0,4.5,1.0
HdpsBpptyZSMeH3v3n21pw,,deliciou chicken burrito,food,25.0,4.5,3.0
HDTZnohMBDqJRn8btLwvxA,,pork belly appetizer deliciou flavorful,food,60.0,4.0,5.0
HDTZnohMBDqJRn8btLwvxA,,pork belly appetizer deliciou flavorful,food,60.0,4.0,5.0
H-DvrQ-C3w0XI0ZQmRT5qw,,burger fry onion,food,34.0,3.0,3.0
hDwqjHp4vhmw5327_wB81g,,butter cake ice cream,food,26.0,3.0,4.0
hDwqjHp4vhmw5327_wB81g,,butter cake ice cream,food,26.0,3.0,4.0
hE0_dTVpsKFBx8a_i20ndA,,duck fat potato,food,18.0,4.5,3.0
hE14CwQRKTqY80IelI3z2Q,,dark chocolate coconut,food,27.0,4.5,3.0
he1QE28iuMMwoM9zLlbFzg,,beet salad smoked yogurt pistachio,food,41.0,4.0,5.0
he3mnMDiMixeydTNzBSaLQ,,french onion fondue appetizer,food,53.0,3.5,4.0
He56a5VNp-meDxBwiNsc5w,,pancake smoked apple sausage,food,34.0,4.0,4.0
He91938UNiui2dWCyMdi5A,,spicy szechuan rib beef mushroom,food,48.0,4.0,5.0
He91938UNiui2dWCyMdi5A,,spicy szechuan rib beef mushroom,food,48.0,4.0,5.0
hEa1uZgOx4pOqi8QsmVZtg,,more churro sandwich chocolate cake marshmallow,food,133.0,4.0,6.0
hEa1uZgOx4pOqi8QsmVZtg,,more churro sandwich chocolate cake marshmallow,food,133.0,4.0,6.0
hEa1uZgOx4pOqi8QsmVZtg,,more churro sandwich chocolate cake marshmallow,food,133.0,4.0,6.0
hEAccDCd_9Z-zuTG1lvHqA,,caprese salad,food,13.0,4.5,2.0
HECCgD4ShHOj9JmRacmeow,,white chocolate bread roll,food,26.0,4.0,4.0
HECCgD4ShHOj9JmRacmeow,,white chocolate bread roll,food,26.0,4.0,4.0
HECCgD4ShHOj9JmRacmeow,,white chocolate bread roll,food,26.0,4.0,4.0
heC_yhsQ8ilRMcD2VuyblQ,,breakfast burrito perfect,food,40.0,4.5,3.0
heD2o7h1n-4J-o4oDISPUQ,,steak salad,food,16.0,4.0,2.0
heD2o7h1n-4J-o4oDISPUQ,,steak salad,food,16.0,4.0,2.0
HEdJIbNIDtOkpok8b574UQ,,mexican roll,food,12.0,4.5,2.0
hEDjxp_z_T3zC2bSbF8Vng,,style matcha cake,food,30.0,3.5,3.0
H-EDnr1uO0VIak769He_kQ,,carrot cake,food,20.0,3.5,2.0
HeG1n6ctoP-nSSZU6izh2g,,banana berry caramel crepe breakfast,food,42.0,3.0,5.0
hEoWydJX64r7LRXEwC5ARg,,steak big,food,74.0,2.5,2.0
HEqcSCKge1HKuLb0qadY4Q,,grill salmon avocado salad,food,39.0,4.0,4.0
HEqcSCKge1HKuLb0qadY4Q,,grill salmon avocado salad,food,39.0,4.0,4.0
HEqcSCKge1HKuLb0qadY4Q,,grill salmon avocado salad,food,39.0,4.0,4.0
hEsB01vSQ0klD6kW0Ql8pQ,,miso soup,food,10.0,4.5,2.0
_heSQyUh9B3D1_g4UEGGlw,,sushi,food,42.0,4.0,1.0
HesXJVaTO-at3EGlTerrSA,,sashimi salad,food,19.0,4.5,2.0
HeTpqMrVeXaCPFGgY3ctzA,,walnut pie endoedible,food,45.0,4.5,3.0
-heuCMe2S3PqnO9qQ5HCXw,,nutella french toast,food,20.0,3.5,3.0
hEwW8H8ytVll9ugV5X2T0g,,carrot cake,food,11.0,3.5,2.0
HExh8a3bx21mtJqSzU9rYQ,,vegan chicken cheese steak,food,26.0,4.0,4.0
HExh8a3bx21mtJqSzU9rYQ,,vegan chicken cheese steak,food,26.0,4.0,4.0
HEYM8DcA3z8-kQSTJCyMyw,,rib shack,food,17.0,3.0,2.0
HEZJN0kiC9rgzJzVovFEaQ,,shrimp vegetable tempura roll set,food,50.0,3.5,5.0
HEZJN0kiC9rgzJzVovFEaQ,,shrimp vegetable tempura roll set,food,50.0,3.5,5.0
HEzMD8Q73ftrxcrlor0dzA,,burratum salad,food,13.0,4.0,2.0
hf17mlBvPSmTQvkebq-9IA,,purple potato matcha peanut white chocolate chip monster cookie,food,87.0,4.5,9.0
hf17mlBvPSmTQvkebq-9IA,,purple potato matcha peanut white chocolate chip monster cookie,food,87.0,4.5,9.0
Hf7SgUmuNSOLOpF3YsY2gA,,sushi,food,5.0,4.0,1.0
HfbhjU5PKYBjV3Nt_olJFA,,grilled corn bean sweet potato taco,food,100.0,4.0,6.0
HfbhjU5PKYBjV3Nt_olJFA,,grilled corn bean sweet potato taco,food,100.0,4.0,6.0
hfc5lPHh3rwdVk_khpc6xw,,salted caramel ice cream,food,56.0,4.0,4.0
HfceD1T8Mm5YAJpVmzuXPw,,banana bread fresh hot love,food,68.0,4.5,5.0
h-FCIdTxiAKpf1aiXuQfgg,,panini pepper meat assortment spicy warm,food,126.0,4.0,6.0
hfEJQjzvu_dKYXB_PWgubw,,beef chop,food,14.0,4.5,2.0
HfF0Uf6DIFklpnpS6KbqLQ,,burger,food,21.0,4.0,1.0
hfGt_V75hDy3pcYmaiyPew,,sweet potato fry,food,33.0,4.5,3.0
Hfi2Td4qgfrV7856AGxwBQ,,mexican chile burger,food,30.0,4.5,3.0
Hfi7Ram_dXpaYZ9rEzpa3g,,wonton soup,food,20.0,3.5,2.0
HfJWWyZS04Xs5mkv5dbbBQ,,pistachio crusted salmon,food,24.0,4.0,3.0
HfoIh-9VEA0hb_wRoMwBQg,,burger,food,12.0,4.5,1.0
hfOwWMrIpNEmB4tXA2GPDQ,,tomato focaccium,food,15.0,3.5,2.0
HF_PPAGsRO30mDByreRCrQ,,cheese pork,food,35.0,3.5,2.0
HF_PPAGsRO30mDByreRCrQ,,cheese pork,food,35.0,3.5,2.0
h-F-q2DcPpPlClLt4-Aa7A,,salmon bowl,food,17.0,4.5,2.0
HfrgCBfj-YFY7LWcM7UE_A,,wellington burger house,food,43.0,3.5,3.0
HfSFSqha8ztN-jtNJhTFEA,,salad,food,12.0,4.0,1.0
HftG7Y3Y3w5ZvJ0Yp7aNXg,,bread,food,33.0,4.0,1.0
hf_UAwCqFWXvkFA--L3kFg,,classic breakfast,food,17.0,4.0,2.0
hFuVW1ILLQ00NlrMK7fQ9Q,,tiramisu chocolate cup,food,27.0,3.5,3.0
Hfv6wcIhgSgZFgkRxqNH0g,,soi poutine beef curry cheese fry ye,food,64.0,4.5,7.0
Hfv6wcIhgSgZFgkRxqNH0g,,soi poutine beef curry cheese fry ye,food,64.0,4.5,7.0
HfXXEDqQd9oXjlB0bxz_JQ,,pad thai meat shrimp,food,66.0,4.0,4.0
HfXXEDqQd9oXjlB0bxz_JQ,,pad thai meat shrimp,food,66.0,4.0,4.0
hFYeVpQKZ_lgU1ZbwwLdcg,,rib smoked caramelized onion toasted french baguette,food,86.0,5.0,7.0
hFYeVpQKZ_lgU1ZbwwLdcg,,rib smoked caramelized onion toasted french baguette,food,86.0,5.0,7.0
HFzheOtVTAZeaiUy4_icOQ,,slouse pepperoni sausage sicilian style,food,51.0,4.5,5.0
hFZqC480UTdqjxCUSuv8eg,,strip steak salad,food,17.0,3.0,3.0
hFZqC480UTdqjxCUSuv8eg,,strip steak salad,food,17.0,3.0,3.0
hFzUKSsncoPzlMLLmmaHzg,,cake,food,27.0,4.0,1.0
HG18lZ5gAtjx0qOgdDvWpQ,,meat plate beef brisket pulled pork,food,41.0,3.5,6.0
HG18lZ5gAtjx0qOgdDvWpQ,,meat plate beef brisket pulled pork,food,41.0,3.5,6.0
HG18lZ5gAtjx0qOgdDvWpQ,,meat plate beef brisket pulled pork,food,41.0,3.5,6.0
hg2cQBuDdKJp3AP9BaWreA,,complimentary bread platter goody room dinner,food,104.0,4.0,6.0
hg3Z-hb9y8l51jKAFGyIwA,,jambalaya roll,food,22.0,3.0,2.0
hg8hjeL32LgFakSGA31bng,,purple potato savory,food,39.0,4.5,3.0
_HG8iIC8b7PfxWGYHyz9Tg,,vegetarian roll,food,27.0,3.0,2.0
HgAiqmeWFVbPIwFGxQJurA,,salmon egg,food,18.0,4.0,2.0
HgAiqmeWFVbPIwFGxQJurA,,salmon egg,food,18.0,4.0,2.0
hGat_QwHF8JjK2zSMPcWFg,,roasted lamb gremolatum citru honey crusted served white wine,food,108.0,4.0,9.0
Hgejk2cK1Sieh4eSX1JjlQ,,skirt steak egg french fry,food,48.0,3.5,5.0
Hgejk2cK1Sieh4eSX1JjlQ,,skirt steak egg french fry,food,48.0,3.5,5.0
Hgejk2cK1Sieh4eSX1JjlQ,,skirt steak egg french fry,food,48.0,3.5,5.0
HgEy4WXtBzNWAOSbKruEUg,,chicken waffle,food,19.0,3.5,2.0
Hgf4kdtAtC2-2f6jUO8E3A,,beef taco empanada,food,44.0,4.0,3.0
Hgf4kdtAtC2-2f6jUO8E3A,,beef taco empanada,food,44.0,4.0,3.0
HGJnT37DnuV0MDj6x6J4gQ,,beef rice bowl,food,48.0,4.5,3.0
HGJnT37DnuV0MDj6x6J4gQ,,beef rice bowl,food,48.0,4.5,3.0
hGL7LJknkyswNPZr-_VzJA,,lobster ravioli,food,15.0,4.0,2.0
hgLXLANbxyxXAGmu1DZ2ow,,cheese vegetable chicken,food,58.0,3.0,3.0
HGpJwLRCFINLpV02wfKdBg,,happy bread,food,21.0,4.0,2.0
Hgqp4tvRxpmQVVspB-l7_A,,miso raman egg,food,27.0,4.0,3.0
hGRfFdiga5plBzvyZDUWAg,,fish fry,food,15.0,4.0,2.0
HGv5mYXZLVaw7Pa3lFXd2A,,soft crab bun,food,19.0,4.0,3.0
hgvPFB0zsbWdoAIAnQmi9A,,warm french onion soup,food,30.0,4.5,4.0
hgvPFB0zsbWdoAIAnQmi9A,,warm french onion soup,food,30.0,4.5,4.0
HgVxUUtUfyPO8cT_i8kA3w,,warm brown butter coconut cake toasted pistachio,food,77.0,4.0,7.0
hGwNqvgmUvbRZxE7De_8Zg,,cheese bread,food,13.0,4.5,2.0
hGwNqvgmUvbRZxE7De_8Zg,,cheese bread,food,13.0,4.5,2.0
HGXjqOKQhto-cw97lVp6Xw,,pollo salad,food,11.0,4.5,2.0
hgXk-hjjABpSK_To35wrrg,,chicken beef bacon wrapped shrimp fajita tre,food,99.0,3.5,7.0
hgXk-hjjABpSK_To35wrrg,,chicken beef bacon wrapped shrimp fajita tre,food,99.0,3.5,7.0
hgXk-hjjABpSK_To35wrrg,,chicken beef bacon wrapped shrimp fajita tre,food,99.0,3.5,7.0
hGyNMiLEziaUkmRyGNTcMA,,toseeroll sushi sashimi roll japanese hawaiian poke,food,101.0,4.5,7.0
hGyNMiLEziaUkmRyGNTcMA,,toseeroll sushi sashimi roll japanese hawaiian poke,food,101.0,4.5,7.0
HGyvlvvrnjBQYls9PjS7cw,,beef cheddar brisket,food,42.0,3.5,3.0
_hGZraBpAC_MqnwhgGIpxA,,sushi,food,5.0,3.5,1.0
hH0Yy_x5TfCgiIh9apWvqw,,beef,food,11.0,4.0,1.0
Hh-31JBJcXi4MxFoe4s5bA,,sourdough bread,food,23.0,4.0,2.0
hh60J4k4vIisHUSqmamm8g,,vegan pizza,food,11.0,4.0,2.0
HhaMG3r_Fz5Fjq_oQyva2w,,burger,food,16.0,4.0,1.0
hHAqGLEKvNiTnijoN7G7Uw,,pork dumpling fish roe,food,37.0,3.0,4.0
hHAqGLEKvNiTnijoN7G7Uw,,pork dumpling fish roe,food,37.0,3.0,4.0
hHAtN_e8ILBhIhxx0Kel0A,,seasonal salmon,food,35.0,4.0,2.0
h-hBUNFAKoE9Twq3OoBYOA,,avocado toast,food,13.0,4.0,2.0
hHcFLQTKFl8QdJn_g3sfmA,,pizza sausage poblano pepper,food,49.0,4.0,4.0
hHcFLQTKFl8QdJn_g3sfmA,,pizza sausage poblano pepper,food,49.0,4.0,4.0
HHCIK-0zFmA92CswZ3C0HA,,pizza,food,14.0,4.0,1.0
hhcX1IQDVmKk-yO5XjzeKQ,,crab cake,food,21.0,3.0,2.0
hhcX1IQDVmKk-yO5XjzeKQ,,crab cake,food,21.0,3.0,2.0
HhGMSRT4JN2pAEQwpgcE-w,,pepperoni pizza slice slouse,food,124.0,2.5,4.0
hhIDvi3d5xOTBdBfeZmQzA,,ice cream red bean cake yuzu curd torched meringue,food,68.0,4.0,9.0
hhIDvi3d5xOTBdBfeZmQzA,,ice cream red bean cake yuzu curd torched meringue,food,68.0,4.0,9.0
_HhixXMv10DYfh4ycbqKlg,,sandwich,food,30.0,3.0,1.0
hhJ-Cn-7Mvp8XxIs7ITtTw,,pork little,food,51.0,4.0,2.0
hHJYfpKothyaXQ55673CcA,,roll,food,14.0,3.5,1.0
HhKQuxu79Xci3axawOetmA,,aged angu beef,food,55.0,3.5,3.0
Hh_LWZMXQGksXK6Gw_QIYA,,crab strawberry zucchini almond lime,food,50.0,4.5,5.0
Hh_LWZMXQGksXK6Gw_QIYA,,crab strawberry zucchini almond lime,food,50.0,4.5,5.0
hhnD6wz04w-hpf0lotENNg,,strawberry lemonade,food,19.0,3.5,2.0
hhnL56BjtqGsrmvTSwW2jw,,fresh homemade pizza,food,24.0,3.5,3.0
hHnqUWcDToMhgAGW9t15CQ,,homemade ice cream sandwich,food,27.0,3.5,4.0
hHnqUWcDToMhgAGW9t15CQ,,homemade ice cream sandwich,food,27.0,3.5,4.0
HHOX-QJtpdzQ5PZMPDf5cw,,cream cheese crab wonton,food,25.0,4.5,4.0
HHOX-QJtpdzQ5PZMPDf5cw,,cream cheese crab wonton,food,25.0,4.5,4.0
HHOX-QJtpdzQ5PZMPDf5cw,,cream cheese crab wonton,food,25.0,4.5,4.0
h_Hp4MdFVj66w3IAC-hSiA,,short rib fry gravy,food,52.0,4.0,4.0
hHq-FlatmU18ypRIS1nxaw,,pork katsu,food,18.0,4.0,2.0
hHQOtoAIhTqom8KlnTwYTA,,shrimp trio special,food,46.0,3.5,3.0
hHT9h0lubZEV7HvAkMZ9oQ,,banana nut french toast drizzled caramel topped walnut,food,85.0,3.5,8.0
HHTWqOyHRwgku9vkqqMApA,,dry aged steak cream,food,48.0,4.5,4.0
HHTWqOyHRwgku9vkqqMApA,,dry aged steak cream,food,48.0,4.5,4.0
hh_uRjff3dfYfHDfTD7kVw,,fried chicken waffle,food,25.0,4.0,3.0
hHv1Kq3t19PBhgMrdewMQA,,spicy avocado roll,food,18.0,4.5,3.0
hHv1Kq3t19PBhgMrdewMQA,,spicy avocado roll,food,18.0,4.5,3.0
Hhvo4YXnPi1TNtBn1Hv-oA,,bbq pork rib chicken leg caesar salad,food,47.0,3.0,7.0
Hhvo4YXnPi1TNtBn1Hv-oA,,bbq pork rib chicken leg caesar salad,food,47.0,3.0,7.0
Hhvo4YXnPi1TNtBn1Hv-oA,,bbq pork rib chicken leg caesar salad,food,47.0,3.0,7.0
Hhvo4YXnPi1TNtBn1Hv-oA,,bbq pork rib chicken leg caesar salad,food,47.0,3.0,7.0
Hhw-Yt-VrpsspnR1BS59bg,,fried rice,food,15.0,4.0,2.0
hHxVNMTxo9mBH6sEbjjhAg,,salt pepper pork chop garlic spice,food,103.0,3.5,6.0
hhzBvVFzyZbPONTdJ7U_3A,,shrimp scallop,food,18.0,4.0,2.0
Hi4LSgcQhWqil1f8KiMfiw,,sushi,food,5.0,4.0,1.0
_HI4XMJRmxgcYUFoQrl8QQ,,pork rib bao,food,18.0,4.0,3.0
_HI4XMJRmxgcYUFoQrl8QQ,,pork rib bao,food,18.0,4.0,3.0
hiak53bZm_sJtr054shMRw,,carrot cake pancake spice cream cheese frosting,food,68.0,4.0,7.0
hiak53bZm_sJtr054shMRw,,carrot cake pancake spice cream cheese frosting,food,68.0,4.0,7.0
hiak53bZm_sJtr054shMRw,,carrot cake pancake spice cream cheese frosting,food,68.0,4.0,7.0
HiAUY1ZeDvTsJlyiOldlhA,,pancake breakfast hot nutella maple cream yummy fruit,food,73.0,3.5,8.0
HiAUY1ZeDvTsJlyiOldlhA,,pancake breakfast hot nutella maple cream yummy fruit,food,73.0,3.5,8.0
Hi_bL22vpjZAaOCo3jGTtw,,ordered poke salad hot chai tea latte,food,50.0,4.5,7.0
hibx9QZZo4dqyMUUOfNgEg,,side miso soup,food,17.0,3.5,3.0
HiCezBopes0Sy6Oz6tYmCQ,,corn cheese,food,11.0,4.5,2.0
hICljR46TC3mGK3U5IkzNg,,omakase sushi set,food,17.0,4.0,3.0
HIeFoUk1cJgXefDs_94oLw,,oreo cookie dusted rice treat,food,62.0,3.5,5.0
Hih39-wZpMPguJrCqCvaVg,,pizza,food,15.0,4.5,1.0
hIJCvfh3NKvfJp6avNekkg,,taco do shot margarita mexican,food,119.0,3.0,5.0
Hik45pC77jPtocKjAnYuIQ,,tuna tartare,food,28.0,4.0,2.0
HikGW1KtASAJOQePLGnfdQ,,salad,food,29.0,3.5,1.0
hilHJwCSB-iohB4QMriFGQ,,breakfast,food,39.0,1.5,1.0
HINYw0jW_m6YpUJpHFR8VA,,complimentary bread,food,74.0,4.0,2.0
HiO-GNt4WN_RhY2z_FTosA,,pineapple strawberry sauce,food,91.0,4.0,3.0
hiPkOPWsQ-0QNXvIlz_91A,,korean beef,food,18.0,4.5,2.0
HIpoBYrLw0DYt4VGtzR-IQ,,fried pork sweet maduro,food,61.0,4.5,4.0
HiqZRF3_EPPq2PLZD8tRrQ,,fruit bread box,food,15.0,4.5,3.0
HiRWP5TDIgvbSjMqxvMrDg,,traditional pastum spaghetti meat sauce,food,44.0,3.0,5.0
HIS6sL0sT9raVGaIjpSADw,,sandwich,food,17.0,4.0,1.0
HITma3eVZ5Mhm3HkSTIW1g,,special beef tenderloin spice sticky rice peanut cauliflower,food,97.0,4.0,8.0
HITma3eVZ5Mhm3HkSTIW1g,,special beef tenderloin spice sticky rice peanut cauliflower,food,97.0,4.0,8.0
hITnOZVCiSvKNnDwqjWjfQ,,fresh cookie dough roll,food,53.0,4.0,4.0
hiw6w5PbLg7CoXWI3p4FEw,,beef,food,27.0,4.0,1.0
hIXlxVLIQKIHlAEVLmISCA,,chicken egg roll,food,16.0,4.5,3.0
hIXlxVLIQKIHlAEVLmISCA,,chicken egg roll,food,16.0,4.5,3.0
HIYi9zovgKw6aBoeFSdJpw,,curry pad thai soup,food,33.0,4.5,4.0
hJ3KbMNL0U3UWxJiZnLzxA,,chicken waffle,food,29.0,4.0,2.0
hJ4neMrx9L8qwygl8XJWbw,,cup soup,food,18.0,4.5,2.0
Hj9dgfVhlv2-bjGjb0ynaw,,french toast,food,12.0,4.5,2.0
Hjb4oZ-uq5Be_Rup8cGSCA,,house salad,food,27.0,3.5,2.0
HjClQH_WCJ6vJssQLhtYnA,,french chocolate cake,food,48.0,4.5,3.0
HjClQH_WCJ6vJssQLhtYnA,,french chocolate cake,food,48.0,4.5,3.0
HjClQH_WCJ6vJssQLhtYnA,,french chocolate cake,food,48.0,4.5,3.0
hJgDvIaEhSFsbvb-MSwe9w,,quarter pounder cheese extra meal,food,55.0,2.0,5.0
hjGnAlyWwlWcvD3GfsOTKw,,friend white rice,food,31.0,4.0,3.0
Hj-h3YLk4qQ-eu0X0XM8PA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
Hj-h3YLk4qQ-eu0X0XM8PA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
Hj-h3YLk4qQ-eu0X0XM8PA,,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
hjk5pSJ4UNs5VHgREmKH0w,,greek salad,food,11.0,4.0,2.0
HJk6ZBZ3DEkAhWFPnkpHXA,,tasty strawberry nutella crepe,food,30.0,4.5,4.0
HJknDEFGyFupLhaJFYCDiw,,sweet carrot cake,food,33.0,3.5,3.0
-HJn7VBRP2TdkMZIbTtjkA,,red pancake cream chocolate crumble cheese syrup,food,94.0,4.0,7.0
-HJn7VBRP2TdkMZIbTtjkA,,red pancake cream chocolate crumble cheese syrup,food,94.0,4.0,7.0
-HJn7VBRP2TdkMZIbTtjkA,,red pancake cream chocolate crumble cheese syrup,food,94.0,4.0,7.0
hJo1c79BXXdSSRVDwZmZtw,,lobster pad thai spicy deliciou,food,45.0,4.5,5.0
hJo1c79BXXdSSRVDwZmZtw,,lobster pad thai spicy deliciou,food,45.0,4.5,5.0
HJpqbpmUS9ve0V8Mnl3qcQ,,egg huge,food,65.0,4.0,2.0
HjpZWOwu6CHfdg-zJuYTFg,,cochinitum pork achiote pineapple bbq,food,65.0,3.5,5.0
HjpZWOwu6CHfdg-zJuYTFg,,cochinitum pork achiote pineapple bbq,food,65.0,3.5,5.0
HJrP6H2LLn03EuuOy-VYvg,,steak burger fry wine perfect lunch combination,food,61.0,4.0,7.0
HJrP6H2LLn03EuuOy-VYvg,,steak burger fry wine perfect lunch combination,food,61.0,4.0,7.0
Hjs6lH-PIXx2CPQci1eK0Q,,braised pork vegetable,food,37.0,3.5,3.0
HjSrcOFNyYQpJSh48lQZIA,,cheese katsu burger cheesy,food,48.0,4.5,4.0
HjSrcOFNyYQpJSh48lQZIA,,cheese katsu burger cheesy,food,48.0,4.5,4.0
hJUFjuR-xBJCtsnepyadAg,,chicken salad,food,13.0,4.0,2.0
HjVkKFzrMQ4kAsr0Yl1FcA,,baked potato perfect vega,food,66.0,4.5,4.0
hJVOAV2usXvzFbtMcbM4GA,,flatbread pizza roast tomato goat cheese fried,food,71.0,4.0,7.0
hJVOAV2usXvzFbtMcbM4GA,,flatbread pizza roast tomato goat cheese fried,food,71.0,4.0,7.0
hJVOAV2usXvzFbtMcbM4GA,,flatbread pizza roast tomato goat cheese fried,food,71.0,4.0,7.0
HJ_w0QnXTqID5hNEytk2rQ,,red almond pudding condensed milk deliciou,food,61.0,4.5,6.0
hjWA2hLEKTJBRIAP5m8ZnA,,smoked turkey breast pulled pork,food,34.0,5.0,5.0
hjXz5Qr9maLlRZv9dh9RIQ,,layered hash tofu chorizo breakfast,food,35.0,4.5,5.0
hk2fy-e-w2WeeF5U7GZRNg,,burger,food,11.0,2.5,1.0
HK2krGN4eTqyObaXqNTuDg,,cheese,food,12.0,3.5,1.0
HK3H0rn1rqcdxWH7K0ZtsA,,garlic shrimp,food,13.0,4.5,2.0
hk3MXLDRXGa5_9hUDwdDng,,italian beef,food,12.0,4.0,2.0
hk51w7LV8g0jy0xKgTCvsQ,,ham potato soup,food,28.0,4.5,3.0
hk51w7LV8g0jy0xKgTCvsQ,,ham potato soup,food,28.0,4.5,3.0
HK7m_nMpY2v5Lg1REgckmw,,potato,food,13.0,4.5,1.0
hk9ZGlC3zkFNL5fgLpnWFg,,fresh blackberry infused cassi chocolate cake,food,61.0,4.5,6.0
hk9ZGlC3zkFNL5fgLpnWFg,,fresh blackberry infused cassi chocolate cake,food,61.0,4.5,6.0
HKBldXg8RmpCQtVb9WtB4w,,breakfast sandwich,food,35.0,4.0,2.0
HKBldXg8RmpCQtVb9WtB4w,,breakfast sandwich,food,35.0,4.0,2.0
hKcnQXHnpx_JdZAOYSjU5Q,,pulled bbq duck noodle beef brisket,food,68.0,3.5,6.0
hKcnQXHnpx_JdZAOYSjU5Q,,pulled bbq duck noodle beef brisket,food,68.0,3.5,6.0
Hke5n2eeCGSHQZIdFw86KA,,rolled ice cream,food,16.0,4.0,3.0
HkIxacPX2Y2NNg3Q2W3LHw,,pizza,food,5.0,4.0,1.0
h-KkOJBJdks8ODBAPNFzvQ,,baked egg,food,15.0,3.5,2.0
hK-kOPIFX6b4REw7oWyAgg,,greek salad,food,18.0,2.0,2.0
HKOFd1Bs-w8EarjEupkXvw,,shot burger waffle fry,food,45.0,3.5,4.0
HKOFd1Bs-w8EarjEupkXvw,,shot burger waffle fry,food,45.0,3.5,4.0
HKOGC1ZJRrEYEwgE__JbhQ,,jasmine rice tuna,food,23.0,4.0,3.0
HKOGC1ZJRrEYEwgE__JbhQ,,jasmine rice tuna,food,23.0,4.0,3.0
HKREttPmwIc_vDkgXYAL7g,,house salad,food,11.0,3.0,2.0
HkR-YLkV0vO7hTXYT2kb5g,,berry french toast sauce,food,51.0,4.0,4.0
hkU9RjBysBufI1BU-qxsPQ,,marinated beef,food,14.0,4.5,2.0
hKUWXBB6VxR6v38RTn5qxg,,steak egg,food,12.0,4.0,2.0
hKUWXBB6VxR6v38RTn5qxg,,steak egg,food,12.0,4.0,2.0
HkVoCwVvlyJhRMHC_NhSCg,,chocolate chip cookie,food,43.0,4.5,3.0
HkVtGCFT72VTva30aXOXJA,,jalapeno burger,food,15.0,4.0,2.0
H-KWfmNOF-L60x2u0aVDpw,,pork belly bao,food,14.0,4.0,3.0
HkwKYirK2Tx6HrGRtJtaNg,,sashimi platter fish,food,85.0,4.0,3.0
HkY6ZSHJ4x6xI13B6SlMMg,,taco,food,5.0,4.5,1.0
hLaDgANtvFdsUWAYR5wM4w,,jalapeno hummu greek chicken wheat pitum bread,food,50.0,4.0,7.0
hlaFRS4Lw7lxIiHfz43rgQ,,egg sausage cheddar cheese onion,food,59.0,3.5,5.0
hlaFRS4Lw7lxIiHfz43rgQ,,egg sausage cheddar cheese onion,food,59.0,3.5,5.0
hlaFRS4Lw7lxIiHfz43rgQ,,egg sausage cheddar cheese onion,food,59.0,3.5,5.0
hlcDD8ZDNfKykIo6uRC7HQ,,lunch friend pizza,food,66.0,4.5,3.0
hLdyLO9sdvWOqrdB6aHPCg,,shrimp scampi,food,27.0,4.5,2.0
HlEg8R34GCEXFsUtVqv2nQ,,poke taco,food,10.0,4.5,2.0
Hlgu7od5s4qP0dHj8QDimQ,,salmon crispy rice,food,18.0,4.5,3.0
Hlgu7od5s4qP0dHj8QDimQ,,salmon crispy rice,food,18.0,4.5,3.0
hlh-DpZzAjXEEm5ZzhrtFA,,margheritum pizza little salad lamb bolognese,food,92.0,4.5,6.0
hlh-DpZzAjXEEm5ZzhrtFA,,margheritum pizza little salad lamb bolognese,food,92.0,4.5,6.0
hlht6e4wVxwMZfdR-W5zIg,,fresh cheese curd,food,44.0,4.0,3.0
H_LifzXppBZ1Ew673JBlzQ,,shrimp,food,21.0,5.0,1.0
hlK5pWGP08VQayZn8tDlEA,,chicken deviled egg,food,29.0,4.0,3.0
hlK64KnrjklXD1OvVB0wOw,,cheese mini,food,18.0,3.5,2.0
hlKNZ44908TNRixDFzMbQQ,,strawberry vanilla crepe breakfast,food,36.0,3.0,4.0
hlKNZ44908TNRixDFzMbQQ,,strawberry vanilla crepe breakfast,food,36.0,3.0,4.0
hLks5OcVGfrs6Foq-VgeDQ,,burger,food,7.0,3.5,1.0
hLlNvdHA71ZLr3gSMfpWrg,,rib,food,14.0,3.5,1.0
HLlZxI0ao8ebgiwCMf8R5g,,spice pork belly steamed bao,food,33.0,4.5,5.0
hlOadbSyn8Th4ohlXuWYqQ,,peanut butter bacon filling frosting caramelized banana,food,97.0,4.0,7.0
HLPFi83psekg58ylNlaHCA,,cold ice cream,food,52.0,3.0,3.0
HLpIWq6VIYSMrREv5RBJ5Q,,fish taco,food,17.0,3.5,2.0
HLpIWq6VIYSMrREv5RBJ5Q,,fish taco,food,17.0,3.5,2.0
